source_id,channel,playlist_title,playlist_id,series_doc_id,youtube_count,firestore_count,gap
61,ישיבת הכותל,אורות מהכותל,PLwHtfxjPBu5vMXvLL8-XRFLmB4GkIkqu9,ser_1880093742425436,236,182,54
61,ישיבת הכותל,"שיחות רה""י תש""פ",PLwHtfxjPBu5t95BPXZV7n4fAYZiluDFRU,ser_8799013505631884,24,9,15
61,ישיבת הכותל,ספר דברים,PLwHtfxjPBu5usUF08Wtt0JrWaRG7b1klH,ser_8845459517801130,32,13,19
61,ישיבת הכותל,ספר במדבר,PLwHtfxjPBu5tiZldpPL8BpqmzIp2RnkCu,ser_3760845996065903,37,14,23
61,ישיבת הכותל,"שיעורים לפורים התשע""ט",PLwHtfxjPBu5vdVNFgP97K0RVVuqqYwzQg,ser_9678720237816006,6,0,6
61,ישיבת הכותל,מסכת שבת,PLwHtfxjPBu5v6NiDSI-lwXMthgirrvxAo,ser_7036243566923776,10,4,6
61,ישיבת הכותל,ספר שמות,PLwHtfxjPBu5sn2ZM-YXUkfX6XF9MKlEoC,ser_4436950860623287,78,28,50
61,ישיבת הכותל,"שיחות רה""י התשע""ט",PLwHtfxjPBu5tuf4yGFiGYD4vWT51TyYUw,ser_1651752287796822,30,2,28
61,ישיבת הכותל,ימים נוראים,PLwHtfxjPBu5tm1J2CP1smmAYTptKca4O0,ser_5254869547703578,15,9,6
61,ישיבת הכותל,פסח,PLwHtfxjPBu5sYiWdvPGtSdzjeNHMHUl1Y,ser_3976481882245606,48,37,11
61,ישיבת הכותל,שיעורים לפורים מבית ישיבת הכותל,PLwHtfxjPBu5tjEtWPXVs_I7x01kesxm9k,ser_2437254223270588,40,19,21
61,ישיבת הכותל,"לבניינה של תורה - שיחה שבועית של מו""ר ראש הישיבה",PLwHtfxjPBu5tWlIVQfedqGLvmB7zfoupY,ser_6325431848141493,160,151,9
62,ישיבת ר״ג,מבקשי פניך 3 | שבת בישיבת רמת גן | האלבום המלא,PLtLV_QXIlbC9SZX3ClqtPq9_gMYcRcAeJ,ser_7365454021610579,14,1,13
62,ישיבת ר״ג,מבקשי פניך 2 | מתוועדים בישיבת רמת גן | האלבום המלא,PLtLV_QXIlbC-9_aWEI8GdWGQeDmdhUL6w,ser_2666188270919819,10,0,10
62,ישיבת ר״ג,מבקשי פניך 1 | מתוועדים בישיבת רמת גן |האלבום המלא,PLtLV_QXIlbC-mZhNZmwfwxdqA1P6WdJKa,ser_1621548560340810,12,1,11
62,ישיבת ר״ג,בית מדרש לנשים אבקשך,PLtLV_QXIlbC_239zPeRVeHIWMBe1kBoz2,ser_1334262663095280,40,34,6
62,ישיבת ר״ג,צדקת הצדיק | קצ''ד - קצ''ז | הרב יהושע שפירא,PLtLV_QXIlbC97E9GNj5PDXq2Z_KePvryz,ser_2760939174914738,14,1,13
62,ישיבת ר״ג,שפת אמת הרבנית נעמי - לנשים,PLtLV_QXIlbC8CDYcAEPTYeW4DCZf1VtlU,ser_7922710057660401,28,0,28
62,ישיבת ר״ג,מלחמת חרבות ברזל-שיעורי חיזוק מרבני ישיבת רמת גן,PLtLV_QXIlbC-BXcSi6NE-XyIeOhRmIMO9,ser_5883160235843112,28,8,20
62,ישיבת ר״ג,הרבנית נעמי שפירא-שיעורים מתקופת מלחמת חרבות ברזל,PLtLV_QXIlbC8AXa22PncEb3Ttol_DEjBk,ser_9434180484582350,25,0,25
62,ישיבת ר״ג,שיעורי הרבנית נעמי שפירא- לנשים בלבד,PLtLV_QXIlbC80CsJpzlI5dXFq-U_1hrhf,ser_8172128505705297,55,46,9
62,ישיבת ר״ג,שיעורי פורים,PLtLV_QXIlbC8Jt_J_T1cRYYKcWJlB7st4,ser_3067333575553100,51,7,44
62,ישיבת ר״ג,שיעורי הרב דודי דודקביץ',PLtLV_QXIlbC-JF4Pntc0ebUGfhNUygDwb,ser_9950369943301754,114,100,14
62,ישיבת ר״ג,שירי שבת שקטים,PLtLV_QXIlbC9gLQG57OkbQG0WfEyvLCio,ser_1814929894770393,28,6,22
62,ישיבת ר״ג,שיעורי פסח,PLtLV_QXIlbC958k368QyVQx-vsX-ZmE52,ser_8700693120511775,81,34,47
62,ישיבת ר״ג,אגדתא- הרב בן ציון אלגאזי,PLtLV_QXIlbC9WSlWanw7pSbP88EP9TM_A,ser_7964589277050361,42,33,9
62,ישיבת ר״ג,אל ה' ואל טובו- סבב ראשון,PLtLV_QXIlbC8-wAX5Q8iLZPqUcO1_mDfh,ser_5066442802074230,58,42,16
62,ישיבת ר״ג,צורבא מרבנן - בין אדם לחברו - הרב בן ציון אלגאזי,PLtLV_QXIlbC9zmA-KQHNXqzNLYfylQCsd,ser_6047512375659581,9,0,9
62,ישיבת ר״ג,שיעור כללי - מסכת גיטין - הרב יעקב אריאל,PLtLV_QXIlbC8pcfjAnRbEGUsZXmCW_5pP,ser_4229857177442428,6,0,6
62,ישיבת ר״ג,אורות - למהלך האידיאות בישראל - הרב אליעזר קשתיאל,PLtLV_QXIlbC-AQkwVVeX3WOWbPUSn1DwT,ser_1947882608602501,9,2,7
62,ישיבת ר״ג,שיעור כללי - מסכת קידושין,PLtLV_QXIlbC_JXJI6DCN87altWKS6TPur,ser_4351078344869841,32,4,28
62,ישיבת ר״ג,שיעורים לחג השבועות,PLtLV_QXIlbC_d2UplCVuPLlNQW3ee1Oii,ser_1355416712675805,9,3,6
62,ישיבת ר״ג,שיעורים לפורים,PLtLV_QXIlbC9DQ-_lDG-FE3SKXepeSyBX,ser_9186137365867252,72,51,21
62,ישיבת ר״ג,אורות - ישראל ותחייתו. הרב אליעזר קשתיאל,PLtLV_QXIlbC9TRsHLaJaKu8fNcbSvhwch,ser_4679090315040630,35,2,33
62,ישיבת ר״ג,שיעור כללי מסכת כתובות,PLtLV_QXIlbC8vD4irxvUIV9uEshZeqJ6I,ser_2151553289785745,26,1,25
62,ישיבת ר״ג,דבר תורה שבועי לפרשת שבוע,PLtLV_QXIlbC8ercNAWJk7opFUCLaYqaaZ,ser_3022270167248487,248,208,40
62,ישיבת ר״ג,שיעור כללי - הרב יעקב אריאל,PLtLV_QXIlbC8DSCLTeadyVRICVwGhr5tA,ser_3152324908266256,138,124,14
62,ישיבת ר״ג,צדקת הצדיק | א' - ס''ד | הרב יהושע שפירא,PLtLV_QXIlbC9yKiakRisB8tLacJU9QC0W,ser_8927265587554389,91,83,8
62,ישיבת ר״ג,שפת אמת לפרשת השבוע - הרב יהושע שפירא,PLtLV_QXIlbC-pGHnEhWLPTmW_gCTiBsSU,ser_7434170821572495,462,397,65
62,ישיבת ר״ג,צורבא מרבנן - הרב בן ציון אלגאזי,PLtLV_QXIlbC-TPweG0TG-1zDCnkW7Buwa,ser_5812105177161415,381,372,9
63,ישיבת הר עציון,"מן המיצר | רעיונות על ההלל | ליל הסדר תשפ""ו",PLYW43ncrfYv-ZzfTqOU4sLcQw4icaI9L1,ser_6374868609905021,9,2,7
63,ישיבת הר עציון,"חידוש מהגוש | מגילת אסתר | תשע""ט",PLYW43ncrfYv_bWxrIxF-oRSZZdXoFOn5Q,ser_3310740374546385,8,0,8
63,ישיבת הר עציון,"חנוכה תשפ""ו",PLYW43ncrfYv9csnzD0NL8-qMhnInTFOkw,ser_8738078317660388,7,0,7
63,ישיבת הר עציון,Rav Eli Weber | This Week's Haftara,PLYW43ncrfYv_FnY_r_lSUO_L7IvUXM5dg,ser_2635178366865605,23,0,23
63,ישיבת הר עציון,Shnayim LeYom Webinar | Rav Menachem Leibtag,PLYW43ncrfYv-yya3ANpjTwlOhEZmZY7e8,ser_2563689087121501,25,17,8
63,ישיבת הר עציון,The Parasha Pod,PLYW43ncrfYv8ItcvMOF59mvHcFKrLJFJ-,ser_1423562724334491,33,2,31
63,ישיבת הר עציון,"אלו ואלו בניגון מנגנים | ימים נוראים תשפ""ו",PLYW43ncrfYv_BOm4qR_sBDW3zZjtCG0Rm,ser_5175271371937203,12,6,6
63,ישיבת הר עציון,שיחות לקראת סליחות ראשונות,PLYW43ncrfYv9b0mLciCRmFJuSHOF59iNt,ser_3899406337249740,10,0,10
63,ישיבת הר עציון,"הרב בנימין תבורי זצ""ל | Rav Binyamin Tabory zt""l",PLYW43ncrfYv9MTvPqoi_J1RfVwc7pT8IQ,ser_4268815591038901,27,5,22
63,ישיבת הר עציון,מהלך פרשות השבוע - ספר דברים | הרב דוד נתיב,PLYW43ncrfYv9yL-MmRwiTfDz2zpybAeuR,ser_6176043861120452,11,1,10
63,ישיבת הר עציון,Sefer Bamidbar | Rabbi Ezra Bick,PLYW43ncrfYv_oLjm-F-si4pbgOtjJc_GF,ser_4473846886578235,9,0,9
63,ישיבת הר עציון,honoring Olim Ceremony | טקס הוקרה לעולים,PLYW43ncrfYv-56gpC93wHaEC9uorGGzSQ,ser_8231030594311692,13,7,6
63,ישיבת הר עציון,Abarbanel on the Parasha | Rabbi Elyakim Krumbein,PLYW43ncrfYv-Fd0utCmZ81VKQn1XtghFh,ser_6697670924064011,7,0,7
63,ישיבת הר עציון,Sefer Shemot | Rav Yair Kahn,PLYW43ncrfYv-MUGRegcsHSBbKMxoCoIgg,ser_1321989717835754,11,0,11
63,ישיבת הר עציון,Rav Moshe Taragin | ALLPARSHA,PLYW43ncrfYv9dF9xzvTk5oelhJHBLVqL3,ser_6271738071620107,48,0,48
63,ישיבת הר עציון,Sefer Bereishit | Rav Menachem Leibtag,PLYW43ncrfYv8GpjbDFQgZ5gfsyLYmUogy,ser_8519483892687463,12,0,12
63,ישיבת הר עציון,"כי מידי דברי בו זכור אזכרנו עוד- יום הזיכרון תשפ""ד",PLYW43ncrfYv89U-aYTeqNRr5yn86LcDj8,ser_4818104780464188,6,0,6
63,ישיבת הר עציון,עיתים לתורה | שיעור מקוון במסכת פסחים,PLYW43ncrfYv-noCQ7xBt3RgrRx9VN0SzS,ser_3951397476830136,15,7,8
63,ישיבת הר עציון,Purim,PLYW43ncrfYv9QaPMs7lxlMSvEBUDEcWKH,ser_9780396230099881,19,4,15
